j,xj,F(xj),S(xj),|F(xj)-S(xj)|,dF(xj),dS(xj),|dF(xj)-dS(xj)|,ddF(xj),ddS(xj),|ddF(xj)-ddS(xj)|
741,1.5508862999709452,-0.4633852911164279,-0.46025529634107626,0.003129994775351641,-1.634315218144069,-1.911255356699442,0.2769401385553729,97.52090585852056,105.47393170994964,7.953025851429075
742,1.5529820922682034,-0.46659600959522196,-0.464029251628823,0.002566757966398936,-1.4295145518944437,-1.688512595968719,0.2589980440742754,97.91175398444047,107.08793429379915,9.176180309358685
743,1.5550778845654614,-0.4693766816581668,-0.46733283972598527,0.002043841932181545,-1.2239400155538294,-1.462387221054992,0.2384472055011626,98.2593775156786,108.70193687765533,10.442559361976734
744,1.5571736768627193,-0.4717257804788827,-0.47015897137581414,0.001566809103068556,-1.0176823631690914,-1.2328792319582924,0.21519686878920097,98.56362285660832,110.31593946150858,11.752316604900258
745,1.5592694691599773,-0.4736419697560075,-0.4725005573215603,0.0011414124344471532,-0.8108326507366767,-0.9999886286785771,0.18915597794190042,98.82435546505495,111.92994204535685,13.105586580301903
746,1.5613652614572355,-0.47512410430413154,-0.4743505083064746,0.0007735959976569173,-0.6034821962070696,-0.7637154112158853,0.1602332150088157,99.04145991139583,113.5439446292106,14.502484717814767
747,1.5634610537544935,-0.4761712305607856,-0.4757017350738074,0.00046949548697816645,-0.39572253937439206,-0.5240595795701792,0.12833704019578718,99.2148399292657,115.15794721306413,15.94310728379844
748,1.5655568460517515,-0.47678258700926124,-0.4765471483668095,0.00023543864245173518,-0.18764540166819865,-0.2810211337415232,0.09337573207332456,99.34441845784553,116.7719497969025,17.42753133905697
749,1.5676526383490095,-0.47695760451707514,-0.4768796589287318,7.79455883433422e-05,0.020657354134185013,-0.0346000737298913,0.055257427864076315,99.43013767571568,118.36910827859003,18.93897060287435
750,1.5697484306462675,-0.4766959065899322,-0.47669217750282483,3.729087107384732e-06,0.22909376425750838,0.21513299698560664,0.013960767271901736,99.47195902625866,119.54516420598029,20.073205179721626
751,1.5718442229435257,-0.4759973095410729,-0.47597791077279483,1.939876827805609e-05,0.43757180432297516,0.4664835949048033,0.028911790581828134,99.46986323460067,119.54213298152894,20.07226974692827
752,1.5739400152407836,-0.47486182257593257,-0.47473687205282733,0.00012495052310523835,0.6459994297689897,0.7162039599865884,0.07020453021759865,99.42385031608411,118.3600146051334,18.936164289049287
753,1.5760358075380416,-0.4732896477920734,-0.4729758812875837,0.00031376650448966537,0.8542846162810648,0.9625996087303648,0.10831499244929998,99.33393957626745,116.75679367443257,17.422854098165118
754,1.5781315998352996,-0.47128118009439135,-0.47070205436218604,0.00057912573220531,1.0623354002125671,1.2055999376574187,0.14326453744485157,99.2001696024526,115.13672864156419,15.936559039111586
755,1.5802273921325578,-0.4688370070256328,-0.4679225071617492,0.0009144998638835888,1.270059918979131,1.4452049467673356,0.1751450277882045,99.02259824674316,113.5166636086879,14.494065361944749
756,1.5823231844298158,-0.46595790851229946,-0.4646443555713975,0.001313552940901963,1.4773664514083282,1.681414636060471,0.2040481846521427,98.80130260064148,111.89659857593877,13.09529597529729
757,1.5844189767270738,-0.46264485652604537,-0.4608747154762445,0.0017701410498008885,1.6841634580276788,1.9142290055369773,0.23006554750929853,98.53637896119515,110.2765335430089,11.74015458181374
758,1.5865147690243318,-0.4588990146607246,-0.4566207027614131,0.0022783118993114915,1.8903596212725025,2.14364805519597,0.25328843392346734,98.22794278870826,108.65646851014097,10.428525721432706
759,1.58861056132159,-0.4547217376252667,-0.45188943331202047,0.0028323043132462145,2.0958638855965273,2.369671785038617,0.27380789944208983,97.87612865603562,107.0364034773388,9.160274821303176
760,1.590706353618848,-0.4501145706526113,-0.44668802301318555,0.0034265476394257366,2.3005854974672215,2.5923001950640017,0.29171469759678015,97.48109018948279,105.41633844441232,7.935248254929533
761,1.592802145916106,-0.44507924882494787,-0.4410235877500295,0.004055661074918393,2.5044340452288334,2.8115332852724966,0.3070992400436632,97.0430000013367,103.79627341163645,6.753273410299755
762,1.594897938213364,-0.439617696315574,-0.4349032434076685,0.004714452907905509,2.707319498814961,3.027371055664384,0.3200515568494229,96.56204961405811,102.17620837884478,5.614158764786666
763,1.596993730510622,-0.4337320255476934,-0.42833410587122245,0.005397919676470964,2.909152249293635,3.239813506239338,0.33066125694570303,96.03844937616792,100.5561433459891,4.517693969821181
764,1.59908952280788,-0.42742453627052623,-0.42132329102581023,0.006101245244716003,3.1098431482274984,3.448860636997393,0.33901748876989446,95.47242836986487,98.93607831306197,3.4636499431970975
765,1.601185315105138,-0.42069771455313576,-0.41387791475655167,0.006819799796584092,3.3093035468317447,3.654512447938193,0.34520890110644853,94.86423431041477,97.31601328021405,2.4517789697992782
766,1.603281107402396,-0.4135542316964189,-0.4060050929485657,0.007549138747853235,3.5074453349125396,3.856768939062449,0.34932360414990926,94.21413343735614,95.69594824739782,1.4818148100416835
767,1.6053768996996542,-0.4059969430637338,-0.397711941486969,0.008285001576764817,3.7041809795689002,4.055630110369604,0.3514491308007037,93.52241039756956,94.07588321451227,0.5534728169427154
768,1.6074726919969122,-0.3980288868306767,-0.3890055762568845,0.009023310573792243,3.899423563641118,4.251095961859902,0.3516723982187844,92.7893681202619,92.45581818173619,0.3335499385257066
769,1.6095684842941702,-0.3896532826545631,-0.379893113143428,0.00976016951113512,4.093086823888646,4.443166493533538,0.35007966964489245,92.01532768392103,90.83575314890152,1.179574535019512
770,1.6116642765914282,-0.3808735302641857,-0.3703816680317198,0.010491862232465898,4.285085188880966,4.631841705390093,0.3467565165091271,91.20062817529816,89.21568811598145,1.9849400593167132
771,1.6137600688886862,-0.37169320797049155,-0.36047835680687834,0.011214851163613204,4.475333816584294,4.817121597429627,0.34178778084533246,90.34562654048214,87.59562308308979,2.750003457392353
772,1.6158558611859444,-0.36211607109880284,-0.3501902953540226,0.011925775744780265,4.663748631628255,4.999006169652218,0.3352575380239635,89.45069742812812,85.97555805038002,3.475139377748107
773,1.6179516534832024,-0.35214605034329316,-0.33952459955827274,0.012621450785020416,4.850246362235671,5.177495422058532,0.32724905982286057,88.51623302491159,84.35549301755286,4.160740007358726
774,1.6200474457804603,-0.3417872500444322,-0.3284883853047451,0.01329886473968711,5.034744576799431,5.3525893546473915,0.3178447778479603,87.54264288327953,82.73542798445945,4.807214898820078
775,1.6221432380777183,-0.3310439463901492,-0.3170887684785626,0.013955177911586625,5.217161720090485,5.524287967418877,0.3071262473283918,86.53035374157328,81.11536295169486,5.414990789878416
776,1.6242390303749765,-0.31992058554152947,-0.305332864964841,0.014587720576688445,5.397417149080639,5.6925912603743045,0.2951741112936652,85.47980933660467,79.4952979190533,5.984511417551374
777,1.6263348226722345,-0.30842178168383383,-0.2932277906487002,0.015193991035133636,5.575431168365017,5.857499233512855,0.282068065147838,84.39147020876449,77.87523288612452,6.516237322639967
778,1.6284306149694925,-0.2965523150037238,-0.2807806614152595,0.01577165358846433,5.751125065168123,6.019011886834127,0.2678868216660035,83.26581349975159,76.25516785316589,7.010645646585701
779,1.6305264072667505,-0.28431712959355926,-0.2679985931496378,0.01631853644392145,5.924421143918532,6.177129220338414,0.25270807641988213,82.10333274300912,74.63510282037642,7.468229922632702
780,1.6326221995640087,-0.2717213312837199,-0.2548887017369532,0.016832629546766675,6.095242760376496,6.331851234026148,0.23660847364965232,80.90453764696322,73.01503778756154,7.889499859401681
781,1.6347179918612667,-0.2587701854038652,-0.2414581030623255,0.017312082341539692,6.26351435530012,6.483177927896774,0.21966357259665426,79.66995387115543,71.39497275461969,8.274981116535741
782,1.6368137841585246,-0.24546911447414266,-0.22771391301087518,0.017755201463267478,6.429161487634806,6.631109301950299,0.2019478143154929,78.40012279537014,69.77490772183481,8.62521507353533
783,1.6389095764557826,-0.23182369582734141,-0.21366324746771914,0.018160448359622272,6.592110867211762,6.77564535618739,0.18353448897562785,77.09560128185639,68.1548426890334,8.940758592822988
784,1.6410053687530408,-0.2178396591630617,-0.199313222317975,0.018526436845086702,6.752290386940755,6.916786090607325,0.16449570366656996,75.75696143075128,66.53477765609435,9.222183774656926
785,1.6431011610502988,-0.203522884034938,-0.18467095344676565,0.01885193058817236,6.909629154483518,7.054531505210234,0.1449023507267162,74.38479032880878,64.91471262327845,9.47007770553033
786,1.6451969533475568,-0.18887939727204717,-0.16974355673920827,0.0191358405328389,7.0640575233935,7.18888159999649,0.12482407660299,72.97968979154706,63.29464759044144,9.685042201105617
787,1.6472927456448148,-0.17391537033562599,-0.1545381480804211,0.019377222255204885,7.215507123708407,7.319836374965646,0.10432925125723891,71.54227609892666,61.67458255755201,9.867693541374656
788,1.649388537942073,-0.15863711661224666,-0.13906184335552307,0.01957527325672359,7.363910891982229,7.447395830117942,0.08348493813571256,70.07317972467457,60.054517524790946,10.018662199883629
789,1.651484330239331,-0.14305108864467386,-0.12332175844963467,0.019729330195039196,7.509203100743186,7.571559965453662,0.06235686471047597,68.57304505937633,58.434452491936355,10.138592567439972
790,1.653580122536589,-0.1271638753015727,-0.10732500924787369,0.019838866053699,7.651319387365145,7.692328780972117,0.041009393606971756,67.04253012745332,56.81438745900824,10.22814266844508
791,1.655675914833847,-0.11098219888734917,-0.09107871163536019,0.019903487251988983,7.790196782339454,7.809702276673701,0.019505494334247864,65.48230629815323,55.19432242621318,10.28798387194005
792,1.6577717071311049,-0.09451291219336222,-0.07458998149721197,0.019922930696150254,7.92577373693502,7.923680452558579,0.0020932843764409625,63.89305799067773,53.57425739337525,10.318800597302484
793,1.659867499428363,-0.07776299549184351,-0.05786593471854662,0.019897060773296893,8.057990150234168,8.034263308626418,0.023726841607750515,62.275482373580914,51.95419236047751,10.3212900131034
794,1.661963291725621,-0.06073955347379423,-0.04091368718448685,0.01982586628930738,8.186787395532818,8.141450844877287,0.04533655065553077,60.63028905856529,50.334127327659786,10.296161730905503
795,1.664059084022879,-0.0434498121322453,-0.02374035478015002,0.019709457352095283,8.312108346093039,8.245243061311442,0.06686528478159737,58.95819978881435,48.71406229485901,10.244137493955336
796,1.666154876320137,-0.025901115592215862,-0.006353053390654173,0.01954806220156169,8.433897400236951,8.345639957928709,0.08825744230824206,57.2599481219948,47.09399726195827,10.165950860036531
797,1.6682506686173952,-0.008100922888810591,0.011241101098882655,0.019342023987693246,8.552100505770559,8.442641534728853,0.10945897104170577,55.53627910807272,45.47393222907114,10.06234687900158
798,1.6703464609146532,0.009943195305189279,0.029034992803337767,0.01909179749814849,8.666665183727282,8.536247791712157,0.1304173920151257,53.787948962078985,43.8538671962537,9.934081765825283
799,1.6724422532119112,0.028223560000758874,0.047021505837594235,0.01879794583683536,8.777540551420394,8.62645872887862,0.1510818225417747,52.015724731972476,42.23380216341733,9.781922568555146
800,1.6745380455091692,0.04673238726164275,0.06519352431653314,0.018461137054890386,8.884677344794344,8.713274346228172,0.17140299856617247,50.22038396174512,40.613737130592796,9.606646831152325
801,1.6766338378064274,0.06546179161948418,0.08354393235503732,0.018082140735553143,8.988027940065283,8.796694643760942,0.19133329630434126,48.40271434991537,38.99367209776541,9.409042252149959
802,1.6787296301036854,0.08440378953352384,0.10206561406798453,0.01766182453446069,9.087546374640946,8.87671962147678,0.21082675316416477,46.56351340356469,37.37360706485864,9.189906338706052
803,1.6808254224009433,0.10355030289341016,0.12075145357025696,0.0172011506768468,9.18318836731113,8.953349279375496,0.229839087935634,44.703588088062894,35.753542032001924,8.95004605606097
804,1.6829212146982013,0.12289316256353466,0.13959433497673546,0.016701172413200793,9.274911337699582,9.026583617457499,0.2483277202420826,42.82375447264102,34.13347699917773,8.69027747346329
805,1.6850170069954595,0.1424241119673706,0.15858714240230398,0.01616303043493339,9.362674424968953,9.096422635722522,0.26625178924643045,40.92483737196378,32.5134119663389,8.411425405624883
806,1.6871127992927175,0.1621348107101923,0.17772275996183828,0.015587949251645972,9.446438505770349,9.162866334170763,0.2835721715995856,39.007669983863984,30.893346933526292,8.114323050337692
807,1.6892085915899755,0.18201683823864723,0.1969940717702231,0.014977233531575873,9.526166211429933,9.225914712802128,0.3002514986278051,37.07309352339175,29.273281900624234,7.799811622767514
808,1.6913043838872335,0.20206169753552028,0.21639396194233784,0.014332264406817563,9.601821944364739,9.285567771616343,0.31625417274839585,35.121956853344315,27.653216867750373,7.468739985593942
809,1.6934001761844917,0.22226081884811333,0.23591531459306614,0.01365449574495281,9.67337189372073,9.341825510613806,0.3315463831069252,33.15511611143452,26.033151834930617,7.121964276503906
810,1.6954959684817497,0.24260556344852258,0.25555101383728496,0.01294545038876238,9.740784050225871,9.394687929794339,0.3460961204315325,31.173434334269274,24.41308680210495,6.7603475321643245
811,1.6975917607790076,0.26308722742430224,0.27529394378987715,0.01220671636557491,9.804028220252238,9.44415502915809,0.35987319109414884,29.17778107828963,22.793021769291887,6.384759308997744
812,1.6996875530762656,0.28369704549768,0.29513698856572446,0.011439943068044467,9.863076039080418,9.49022680870497,0.3728492303754489,27.169032037855516,21.172956736388134,5.996075301467382
813,1.7017833453735236,0.304426194871781,0.3150730322797073,0.010646837407926268,9.917900983360736,9.532903268434687,0.3849977149260493,25.14806866062962,19.55289170352742,5.5951769571022005
814,1.7038791376707818,0.3252657991021196,0.3350949590467083,0.009829159944588661,9.968478382765783,9.572184408347718,0.39629397441806447,23.115777760434515,17.93282667074538,5.1829510896891335
815,1.7059749299680398,0.34620693199162866,0.3551956529816056,0.00898872098997694,10.014785430828942,9.608070228443912,0.4067152023850298,21.073051127756067,16.31276163783071,4.760289489925356
816,1.7080707222652978,0.3672406215075813,0.37536799819928124,0.008127376691699939,10.056801194964411,9.64056072872286,0.4162404662415504,19.020785138057473,14.692696604968065,4.328088533089408
817,1.7101665145625558,0.3883578537186315,0.3956048788146159,0.007247025095984405,10.09450662566412,9.669655909185193,0.424850716478927,16.9598803580816,13.072631572202623,3.8872487858789793
818,1.712262306859814,0.40954957675028236,0.4158991789424943,0.006349602192211923,10.127884564867635,9.695355769830691,0.4325287950369443,14.891241150310323,11.452566539322687,3.4386746109876363
819,1.714358099157072,0.43080670475699223,0.43624378269779185,0.005437077940799617,10.156919753501244,9.71766031065909,0.4392594428421539,12.815775275760187,9.832501506451749,2.983273769308438
820,1.71645389145433,0.4521201219092435,0.45663157419539213,0.004511452286148632,10.181598838183056,9.736569531670689,0.4450293065123674,10.734393495281864,8.212436473618768,2.5219570216630967
821,1.718549683751588,0.47348068639376434,0.4770554375501762,0.0035747511564118706,10.201910377091062,9.752083432865351,0.4498269442257108,8.64800916954417,6.59237144075874,2.055637728785431
822,1.720645476048846,0.49487923442519577,0.49750825687702704,0.0026290224518312755,10.217844844991635,9.764202014243102,0.4536428307485334,6.55753785787364,4.9723064079249975,1.5852314499486422
823,1.722741268346104,0.5163065842673573,0.5179829162908215,0.0016763320234641776,10.229394637426202,9.772925275804024,0.45646936162217777,4.463896916134108,3.3522413750914333,1.111655541042675
824,1.724837060643362,0.5377535402624943,0.5384722999064429,0.0007187596439485189,10.236554074054355,9.778253217548034,0.45830085650632135,2.3680050938083688,1.7321763422126837,0.6358287515956851
825,1.72693285294062,0.5592108968665548,0.558969291838772,0.00024160502778280968,10.239319401151807,9.780185839475028,0.4591335616767793,0.2707821304765542,0.11211130935977928,0.1586708211167749
826,1.7290286452378782,0.5806694426888744,0.5794667762026917,0.001202666486182724,10.237688793262187,9.778723141585218,0.45896565167696934,-1.8268516481460209,-1.5079537234544684,0.3188979246915524
827,1.7311244375351362,0.6021199645344087,0.5999576371130795,0.0021623274213292687,10.231662354001912,9.773865123878553,0.4577972301233597,-3.9239757344259805,-3.1280187563138036,0.7959569781121769
828,1.7332202298323942,0.6235532514467877,0.6204347586848179,0.003118492761969849,10.22124211601778,9.765611786354896,0.45563032966288475,-6.019669843111051,-4.748083789161193,1.271586053949858
829,1.7353160221296522,0.6449600987503565,0.6408910250327882,0.004069073717568372,10.206432040097317,9.753963129014434,0.45246891108288345,-8.113014315528003,-6.368148822007397,1.7448654935206065
830,1.7374118144269104,0.6663313120895008,0.6613193202718737,0.005011991817627126,10.18723801343226,9.738919151856983,0.44831886157527734,-10.203090523508958,-7.988213854878857,2.214876668630102
831,1.7395076067241684,0.6876577114634239,0.6817125285169505,0.005945182946473393,10.163667847035951,9.720479854882623,0.4431879921533284,-12.28898127286294,-9.608278887713531,2.6807023851494094
832,1.7416033990214264,0.7089301352546469,0.7020635338829024,0.006866601371744441,10.13573127231573,9.69864523809143,0.4370860342243006,-14.369771206219738,-11.228343920557107,3.1414272856626315
833,1.7436991913186843,0.7301394442494064,0.7223652204846102,0.007774223764796195,10.103439936801927,9.673415301483288,0.4300246353186381,-16.444547205063476,-12.84840895339263,3.5961382516708458
834,1.7457949836159423,0.7512765256482501,0.7426104724369548,0.008666053211295321,10.066807399035216,9.644790045058349,0.4220173539768677,-18.512398790786026,-14.468473986238404,4.043924804547622
835,1.7478907759132005,0.7723322970650408,0.7627921738548198,0.009540123210221019,10.025849122614645,9.612769468816413,0.4130796537982313,-20.572418524581273,-16.088539019113256,4.483879505468018
836,1.7499865682104585,0.7932977105125567,0.7829032088530812,0.01039450165947553,9.980582469409,9.577353572757561,0.4032288966514397,-22.623702405998984,-17.70860405194836,4.915098354050624
837,1.7520823605077165,0.814163756373077,0.8029364615466228,0.011227294826454237,9.931026691934301,9.538542356881884,0.3924843350524174,-24.665350269997262,-19.32866908479024,5.3366811852070235
838,1.7541781528049745,0.8349214673520347,0.8228848160503253,0.012036651301709389,9.877202924901036,9.496335821189257,0.380867103711779,-26.69646618230168,-20.948734117647536,5.747732064654144
839,1.7562739451022327,0.8555619224131428,0.8427411564790719,0.012820765934070888,9.819134175934636,9.450733965679737,0.3684002102548991,-28.71615883291179,-22.568799150488484,6.147359682423307
840,1.7583697373994907,0.8760762506931853,0.8624983669477393,0.013577883745445996,9.756845315473381,9.40173679035334,0.3551085251200412,-30.723541927574107,-24.18886418333071,6.534677744243396
841,1.7604655296967486,0.896455635394799,0.8821493315712109,0.014306303823588107,9.690363065848071,9.349344295210049,0.3410187706380228,-32.71773457705417,-25.80892921619929,6.908805360854885
842,1.7625613219940066,0.9166913176554807,0.9016869344643674,0.015004383191113302,9.61971598954844,9.293556480249766,0.3261595092986749,-34.697861684031224,-27.428994249043953,7.268867434987271
843,1.7646571142912648,0.9367746003911906,0.9211040597420919,0.015670540649098785,9.544934476681245,9.234373345472683,0.3105611312085621,-36.6630543274524,-29.04905928186498,7.613995045587419
844,1.7667529065885228,0.9566968521128063,0.9403935915192616,0.0163032605935447,9.466050731625705,9.171794890878713,0.29425584074699174,-38.612450144172094,-30.669124314732557,7.943325829439537
845,1.7688486988857808,0.9764495107137949,0.9595484139107593,0.016901096803035642,9.383098758892025,9.105821116467755,0.27727764242427,-40.54519370771308,-32.2891893475702,8.256004360142882
846,1.7709444911830388,0.9960240872273837,0.978561411031466,0.01746267619591768,9.296114348189391,9.036452022240029,0.2596623259493622,-42.46043690397753,-33.9092543804141,8.551182523563433
847,1.773040283480297,1.0154121695516471,0.9974254669962652,0.017986702555381928,9.20513505870978,8.963687608195281,0.24144745051449945,-44.35733930374963,-35.52931941329827,8.828019890451365
848,1.775136075777555,1.0346054261408242,1.016133465920033,0.018471960220791228,9.110200202634658,8.887527874333603,0.222672328301055,-46.23506853182131,-37.14938444612254,9.085684085698773
849,1.777231868074813,1.0535956096612602,1.0346782919176531,0.018917317743607054,9.011350827871713,8.807972820655163,0.20337800721654986,-48.09280063258035,-38.769449478965264,9.323351153615086
850,1.779327660372071,1.0723745606103847,1.0530528291040064,0.01932173150637828,8.908629700029199,8.725022447159708,0.18360725286949098,-49.929720431902176,-40.38951451180882,9.540205920093356
851,1.781423452669329,1.090934210897088,1.0712499615939757,0.01968424930311241,8.802081283635985,8.638676753847477,0.16340452978850806,-51.74502189518146,-42.00957954463832,9.735442350543138
852,1.783519244966587,1.109266587381987,1.0892625735024386,0.02000401387954831,8.691751722615276,8.5489357407183,0.14281598189697675,-53.53790848135264,-43.62964457751337,9.90826390383927
853,1.785615037263845,1.1273638153759726,1.1070835489442774,0.020280266431695226,8.577688820020798,8.455799407772165,0.12188941224863292,-55.30759349273885,-45.24970961038067,10.057883882358183
854,1.787710829561103,1.145218122095546,1.1247057720343736,0.020512350061172357,8.459942017044185,8.359267755009107,0.10067426203507779,-57.05330042057927,-46.86977464324332,10.183525777335952
855,1.789806621858361,1.1628218400733672,1.1421221268876076,0.020699713185759583,8.338562371303064,8.259340782429112,0.0792215888739527,-58.77426328607829,-48.48983967606059,10.284423610017697
856,1.7919024141556192,1.18016741052259,1.1593254976188627,0.02084191290372739,8.213602534419001,8.156018490032372,0.057584044386629785,-60.46972697683277,-50.10990470885153,10.359822267981237
857,1.7939982064528772,1.1972473866534483,1.1763087683430165,0.020938618310431867,8.085116728895445,8.049300877818816,0.0358158510766291,-62.13894757848479,-51.72996974172742,10.408977836757366
858,1.7960939987501352,1.2140544369406756,1.1930648231749519,0.020989613765723725,7.953160724305616,7.93918794578817,0.013972778517445938,-63.781192701457776,-53.3500347746369,10.431157926820873
859,1.7981897910473932,1.2305813483402799,1.209586546229549,0.020994802110730904,7.817791812801111,7.825679693940557,0.007887881139446051,-65.39574180262778,-54.97009980745404,10.425641995173741
860,1.8002855833446514,1.2468210294543123,1.2258668216216912,0.02095420783262103,7.6790687839515614,7.7087761222762285,0.0297073383246671,-66.98188650179462,-56.59016484026851,10.391721661526113
861,1.8023813756419094,1.2627665136422008,1.2418985334662562,0.0208679801759446,7.537051898926723,7.588477230794956,0.051425331868232504,-68.53893089280922,-58.21022987315745,10.328701019651767
862,1.8044771679391673,1.278410962077297,1.2576745658781265,0.020736396199170448,7.391802864032214,7.464783019496669,0.07298015546445491,-70.06619184922228,-59.83029490600463,10.235896943217647
863,1.8065729602364253,1.2937476667473025,1.2731878029721828,0.020559863775119647,7.243384803610434,7.3376934883816,0.09430868477116583,-71.56299932432121,-61.450359938808504,10.112639385512708
864,1.8086687525336835,1.3087700533972235,1.2884311288633086,0.020338924533914948,7.091862232318889,7.207208637449685,0.1153464051307953,-73.0286966454194,-63.07042497167361,9.958271673745791
865,1.8107645448309415,1.3234716844136072,1.303397427666381,0.020074256747226293,6.937301026797653,7.073328466700744,0.13602743990309119,-74.4626408022743,-64.6904900045504,9.772150797723896
866,1.8128603371281995,1.3378462616487585,1.3180795834962826,0.019766678152475903,6.77976839673876,6.936052976134922,0.15628457939616247,-75.86420272950281,-66.31055503738445,9.55364769211836
867,1.8149561294254575,1.3518876291837196,1.3324704804678946,0.019417148715825006,6.61933285536998,6.79538216575224,0.17604931038226024,-77.23276758287363,-67.93062007021298,9.302147512660653
868,1.8170519217227157,1.3655897760287647,1.3465630026960997,0.019026773332665003,6.456064189366307,6.651316035552686,0.19525184618637859,-78.56773500935083,-69.55068510307913,9.017049906271694
869,1.8191477140199737,1.3789468387602724,1.3603500342957757,0.01859680446449663,6.290033428201885,6.503854585536128,0.21382115733424278,-79.86851941077505,-71.17075013594399,8.69776927483106
870,1.8212435063172316,1.3919531040927744,1.373824459381805,0.01812864471096942,6.121312812956251,6.352997815702718,0.23168500274646675,-81.13455020106275,-72.79081516877612,8.34373503228663
871,1.8233392986144896,1.404603011385085,1.3869791620690688,0.017623849316016127,5.949975764588259,6.198745726052427,0.24876996146416808,-82.36527205681313,-74.4108802016168,7.95439185519632
872,1.8254350909117478,1.416891155079371,1.3998070264724494,0.017084128606921656,5.776096851692063,6.041098316585232,0.2650014648931682,-83.5601451612093,-76.0309452344478,7.529199926761507
873,1.8275308832090058,1.4288122870721345,1.412300936706825,0.016511350365309374,5.599751757748792,5.880055587301212,0.2803038295524196,-84.71864544111085,-77.65101026730049,7.067635173810359
874,1.8296266755062638,1.4403613190160374,1.4244537768870786,0.01590754212895873,5.421017247888672,5.715617538200214,0.2946002903115419,-85.84026479723035,-79.27107530018539,6.56918949704496
875,1.8317224678035218,1.4515333245515651,1.4362584311280904,0.015274893423474767,5.239971135178107,5.54778416928224,0.3078130341041332,-86.92451132729398,-80.8911403330368,6.033370994257183
876,1.8338182601007798,1.4623235414675602,1.4477077835447416,0.01461575792281855,5.056692246446322,5.376555480547428,0.3198632341011063,-87.97090954208906,-82.51120536583892,5.459704176250142
877,1.835914052398038,1.4727273737896462,1.4587947182519145,0.013932655537731709,4.871260387667083,5.201931471995828,0.3306710843287455,-88.97900057430068,-84.13127039869089,4.847730175609797
878,1.838009844695296,1.4827403937956665,1.4695121193644882,0.013228274431178244,4.68375630891005,5.0239121436272,0.34015583471714983,-89.94834238004975,-85.75133543155692,4.197006948492827
879,1.840105636992554,1.492358343957219,1.479852870997344,0.01250547295987503,4.4942616688776695,4.8424974954417435,0.3482358265640739,-90.87850993304066,-87.37140046438905,3.507109468651606
880,1.842201429289812,1.5015771388064554,1.489809857265364,0.011767281541091412,4.302858999042801,4.657687527439382,0.3548285283965811,-91.76909541123555,-88.99146549725377,2.7776299139817837
881,1.84429722158707,1.5103928667273023,1.499375962283429,0.011016904443873266,4.109631667403329,4.469482239620036,0.3598505722167067,-92.61970837597066,-90.61153053009875,2.008177845871913
882,1.846393013884328,1.518801791670346,1.508544070166419,0.010257721503927009,3.9146638418690656,4.277881631983887,0.3632177901148217,-93.42997594343886,-92.23159556295263,1.1983803804862276
883,1.848488806181586,1.5268003547906033,1.5173070650292155,0.009493289761387746,3.718040453297505,4.082885704530737,0.36484525123323186,-94.19954294846133,-93.85166059580384,0.3478823526574928
884,1.850584598478844,1.5343851760074796,1.5256578309866995,0.008727345020780097,3.5198471581943105,3.884494457260775,0.36464729906646465,-94.9280721004773,-95.47172562861756,0.5436535281402683
885,1.8526803907761022,1.5415530554862018,1.5335892521537533,0.007963803332448505,3.320170301095406,3.6827078901739476,0.3625375890785416,-95.61524413168185,-97.09179066149484,1.4765465298129925
886,1.8547761830733602,1.5483009750401069,1.5410942126452558,0.007206762394851074,3.11909687664657,3.477526003270063,0.35842912662349313,-96.26075793724898,-98.71185569434918,2.4510977571002
887,1.8568719753706182,1.5546260994531491,1.5481655965760888,0.006460502877060348,2.916714491397657,3.268948796549431,0.3522343051517738,-96.86433070757668,-100.33192072716722,3.4675900195905314
888,1.8589677676678762,1.5605257777220514,1.554796288061134,0.005729489660917464,2.713111325328077,3.056976270011872,0.34386494468379514,-97.42569805249626,-101.95198576004364,4.526287707547382
889,1.8610635599651344,1.5659975442175593,1.560979171215272,0.005018373002287246,2.5083760931202184,2.8416084236572985,0.3332323305370801,-97.94461411739213,-103.57205079287887,5.627436675486734
890,1.8631593522623924,1.5710391197642708,1.5667071301533833,0.004331989610887543,2.3025980051985786,2.6228452574859933,0.3202472522874147,-98.42085169117917,-105.19211582569582,6.771264134516656
891,1.8652551445596504,1.5756484126386003,1.5719730489903496,0.003675363648250718,2.095866728550315,2.400686771497773,0.3048200429474579,-98.85420230609347,-106.81218085859311,7.95797855249964
892,1.8673509368569083,1.5798235194844001,1.5767698118410516,0.0030537076433485577,1.8882723473461644,2.1751329656924616,0.28686061834629717,-99.24447632924866,-108.43224589144381,9.187769562195157
893,1.8694467291541665,1.5835627261458671,1.5810903028203704,0.0024724233254966865,1.6799053233773822,1.9461838400704063,0.26627851669302416,-99.59150304592116,-110.05231092426362,10.460807878342465
894,1.8715425214514245,1.586864508417349,1.584927406043187,0.001937102374161892,1.470856456327604,1.713839394631413,0.2429829383038089,-99.89513073452491,-111.67237595711897,11.777245222594061
895,1.8736383137486825,1.5897275327097384,1.588274005624382,0.0014535270853563986,1.2612168438953963,1.4780996293755517,0.21688278548015538,-100.15522673324557,-113.29244098994268,13.137214256697106
896,1.8757341060459405,1.592150656633145,1.5911229856788374,0.001027670954307558,1.051077841786841,1.2389645443028605,0.18788670251601958,-100.37167749830162,-114.9125060228054,14.54082852450378
